din,brand_name,company_name,active_ingredients,last_update
00426830,METHYLDOPA,AA PHARMA INC,METHYLDOPA 500 MG,08-MAY-2025
00385484,XYLOCAINE JELLY 2%,ASPEN PHARMACARE CANADA INC.,LIDOCAINE HYDROCHLORIDE 20 MG,22-MAR-2025
00428833,YF-VAX,SANOFI VACCINES CANADA LTD.,YELLOW FEVER VACCINE 109648 PFU,22-MAR-2025
00380571,LINCTUS CODEINE BLANC,LABORATOIRE ATLAS INC,CODEINE PHOSPHATE 10 MG,22-MAR-2025
00426849,FOLIC ACID,AA PHARMA INC,FOLIC ACID 5 MG,22-MAR-2025
00392561,MORPHINE SULFATE INJ 15MG/ML USP,SANDOZ CANADA INCORPORATED,MORPHINE SULFATE 15 MG,22-MAR-2025
00392588,MORPHINE SULFATE INJ 10MG/ML USP,SANDOZ CANADA INCORPORATED,MORPHINE SULFATE 10 MG,22-MAR-2025
00271373,WINPRED,AA PHARMA INC,PREDNISONE 1 MG,18-DEC-2025
00392618,MAGNESIUM SULFATE INJECTION USP,SANDOZ CANADA INCORPORATED,MAGNESIUM SULFATE 200 MG,12-MAR-2026
00438014,(20 MMOL/L) POTASSIUM CHLORIDE IN 3.3% DEXTROSE AND 0.3% SODIUM CHLORIDE INJECTION USP,BAXTER CORPORATION,DEXTROSE 3.3 G / POTASSIUM CHLORIDE 150 MG / SODIUM CHLORIDE 300 MG,22-MAR-2025
00438022,(40MMOL/L) POTASSIUM CHLORIDE IN 3.3% DEXTROSE AND 0.3% SODIUM CHLORIDE INJECTION USP,BAXTER CORPORATION,SODIUM CHLORIDE 300 MG / POTASSIUM CHLORIDE 300 MG / DEXTROSE 3.3 G,22-MAR-2025
00456349,PRO-AMITRIPTYLINE,PRO DOC LIMITEE,AMITRIPTYLINE HYDROCHLORIDE 50 MG,06-NOV-2025
00443832,DEPAKENE,BGP PHARMA ULC,VALPROIC ACID (SODIUM VALPROATE) 250 MG,28-NOV-2025
00013285,VALIUM,SEARCHLIGHT PHARMA INC,DIAZEPAM 5 MG,22-MAR-2025
00451207,TIMOPTIC,ELVIUM LIFE SCIENCES,TIMOLOL (TIMOLOL MALEATE) 0.5 %,22-MAR-2025
00406775,LITHANE,SEARCHLIGHT PHARMA INC,LITHIUM CARBONATE 300 MG,07-JAN-2026
00406716,NOVAMOXIN,TEVA CANADA LIMITED,AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 500 MG,30-MAY-2025
00406724,NOVAMOXIN,TEVA CANADA LIMITED,AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 250 MG,30-MAY-2025
00405329,DIAZEPAM,AA PHARMA INC,DIAZEPAM 2 MG,22-MAR-2025
00405337,DIAZEPAM,AA PHARMA INC,DIAZEPAM 10 MG,22-MAR-2025
00465763,MYDFRIN,ALCON CANADA INC,PHENYLEPHRINE HYDROCHLORIDE 2.5 %,22-MAR-2025
00452130,NOVAMOXIN,TEVA CANADA LIMITED,AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 250 MG,30-MAY-2025
00463221,LYSODREN,ESTEVE PHARMACEUTICALS S.A.,MITOTANE 500 MG,23-JUL-2025
00399736,L-ARGININE HYDROCHLORIDE INJECTION,SANDOZ CANADA INCORPORATED,ARGININE HYDROCHLORIDE 250 MG,22-MAR-2025
00402257,STERILE WATER FOR INJECTION USP,OMEGA LABORATORIES LIMITED,WATER 100 %,22-MAR-2025
00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE,OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE 20 mEq,22-MAR-2025
00402230,SODIUM CHLORIDE INJ 23.4%,OMEGA LABORATORIES LIMITED,SODIUM CHLORIDE 234 MG,22-MAR-2025
00402249,SODIUM CHLORIDE BACTERIOSTATIC INJ,OMEGA LABORATORIES LIMITED,SODIUM CHLORIDE 9 MG,22-MAR-2025
00392537,DIMENHYDRINATE INJECTION USP,SANDOZ CANADA INCORPORATED,DIMENHYDRINATE 50 MG,05-DEC-2025
00461733,CARBOLITH,"BAUSCH HEALTH, CANADA INC.",LITHIUM CARBONATE 150 MG,22-MAR-2025
00481815,ROCALTROL,SEARCHLIGHT PHARMA INC,CALCITRIOL 0.5 MCG,22-MAR-2025
00481823,ROCALTROL,SEARCHLIGHT PHARMA INC,CALCITRIOL 0.25 MCG,22-MAR-2025
00465283,HYDREA,CHEPLAPHARM ARZNEIMITTEL GMBH,HYDROXYUREA 500 MG,29-DEC-2025
00402680,APO-OXAZEPAM,APOTEX INC,OXAZEPAM 10 MG,22-MAR-2025
00402737,APO-OXAZEPAM,APOTEX INC,OXAZEPAM 30 MG,22-MAR-2025
00402745,APO-OXAZEPAM,APOTEX INC,OXAZEPAM 15 MG,22-MAR-2025
00405396,PATENT BLUE SODIUM INJECTION,GUERBET,PATENT BLUE SODIUM 50 MG,22-MAR-2025
00392693,ATROPINE SULFATE INJECTION USP,SANDOZ CANADA INCORPORATED,ATROPINE SULFATE .6 MG,22-MAR-2025
00392782,ATROPINE SULFATE INJECTION USP,SANDOZ CANADA INCORPORATED,ATROPINE SULFATE 0.4 MG,22-MAR-2025
00466085,M-M-R II,MERCK CANADA INC,RUBELLA VIRUS LIVE ATTENUATED (WISTAR RA27/3 STRAIN) 1000 CCID50 / MUMPS VIRUS LIVE ATTENUATED (JERYL LYNN STRAIN) 5000 CCID50 / MEASLES VIRUS LIVE ATTENUATED (EDMONSTON STRAIN) 1000 CCID50,13-NOV-2025
00392731,DIMENHYDRINATE INJECTION USP,SANDOZ CANADA INCORPORATED,DIMENHYDRINATE 10 MG,05-DEC-2025
00445266,SULFATRIM PEDIATRIC,AA PHARMA INC,SULFAMETHOXAZOLE 100 MG / TRIMETHOPRIM 20 MG,22-MAR-2025
00445274,SULFATRIM,AA PHARMA INC,TRIMETHOPRIM 80 MG / SULFAMETHOXAZOLE 400 MG,22-MAR-2025
00445282,SULFATRIM DS,AA PHARMA INC,SULFAMETHOXAZOLE 800 MG / TRIMETHOPRIM 160 MG,22-MAR-2025
00399728,DIAZEPAM INJECTION USP,SANDOZ CANADA INCORPORATED,DIAZEPAM 5 MG,22-MAR-2025
00481408,NAPHCON A,ALCON CANADA INC,NAPHAZOLINE HYDROCHLORIDE 0.025 % / PHENIRAMINE MALEATE 0.3 %,22-MAR-2025
00493392,RIMSO-50,MYLAN PHARMACEUTICALS ULC,DIMETHYL SULFOXIDE 500 MG,22-MAR-2025
00489867,DORMIPHEN EXTRA-FORT CAPSULE,LABORATOIRE LALCO INC.,DIPHENHYDRAMINE HYDROCHLORIDE 50 MG,22-MAR-2025
00505005,FLUORESCITE,ALCON CANADA INC,FLUORESCEIN (FLUORESCEIN SODIUM) 10 %,16-DEC-2025
00337757,TEVA-CLOXACILLIN,TEVA CANADA LIMITED,CLOXACILLIN (CLOXACILLIN SODIUM) 125 MG,22-MAR-2025
00479934,SCANDONEST 3% PLAIN INJ,SEPTODONT,MEPIVACAINE HYDROCHLORIDE 30 MG,22-MAR-2025
00497754,PRO-OXAZEPAM,PRO DOC LIMITEE,OXAZEPAM 10 MG,22-MAR-2025
00497762,PRO-OXAZEPAM,PRO DOC LIMITEE,OXAZEPAM 15 MG,22-MAR-2025
00497770,PRO-OXAZEPAM,PRO DOC LIMITEE,OXAZEPAM 30 MG,22-MAR-2025
00496723,PRO-FUROSEMIDE,PRO DOC LIMITEE,FUROSEMIDE 20 MG,22-MAR-2025
00498785,STERILE WATER FOR IRRIGATION USP,ICU MEDICAL CANADA INC,WATER 100 %,22-MAR-2025
00498807,SORBITOL MANNITOL IRRIGATION,ICU MEDICAL CANADA INC,SORBITOL 27 MG / MANNITOL 5.4 MG,22-MAR-2025
00498793,GLYCINE IRRIGATION USP,ICU MEDICAL CANADA INC,GLYCINE 15 MG,22-MAR-2025
00509558,EPIPEN,MYLAN SPECIALTY LP,EPINEPHRINE 0.3 MG,17-SEP-2025
00502790,COTAZYM ECS 8,ORGANON CANADA INC.,AMYLASE 42000 UNIT / LIPASE 10800 UNIT / PROTEASE 45000 UNIT,22-MAR-2025
00042544,MIOSTAT OPHTHALMIC LIQ 0.01%,ALCON CANADA INC,CARBACHOL .01 %,22-MAR-2025
00013803,GRAVOL TABLETS,CHURCH & DWIGHT CANADA CORP,DIMENHYDRINATE 50 MG,22-MAR-2025
00342084,TEVA-CEPHALEXIN,TEVA CANADA LIMITED,CEPHALEXIN (CEPHALEXIN MONOHYDRATE) 250 MG,22-MAR-2025
00342114,TEVA-CEPHALEXIN,TEVA CANADA LIMITED,CEPHALEXIN (CEPHALEXIN MONOHYDRATE) 500 MG,22-MAR-2025
00511528,MOGADON,AA PHARMA INC,NITRAZEPAM 5 MG,22-MAR-2025
00511536,MOGADON,AA PHARMA INC,NITRAZEPAM 10 MG,22-MAR-2025
00443948,SUPEUDOL 10,SANDOZ CANADA INCORPORATED,OXYCODONE HYDROCHLORIDE 10 MG,14-APR-2025
00514500,LONITEN 10MG,PFIZER CANADA ULC,MINOXIDIL 10 MG,22-MAR-2025
00514497,LONITEN 2.5MG,PFIZER CANADA ULC,MINOXIDIL 2.5 MG,22-MAR-2025
00037842,SODIUM CHLORIDE INJECTION USP,ICU MEDICAL CANADA INC,SODIUM CHLORIDE 9 MG,22-MAR-2025
00500895,NALCROM,LUPIN PHARMA CANADA LIMITED,CROMOLYN SODIUM 100 MG,22-MAR-2025
00337420,TEVA-INDOMETHACIN,TEVA CANADA LIMITED,INDOMETHACIN 25 MG,22-MAR-2025
00337439,TEVA-INDOMETHACIN,TEVA CANADA LIMITED,INDOMETHACIN 50 MG,22-MAR-2025
00511552,SANDOMIGRAN DS,KNIGHT THERAPEUTICS INC.,PIZOTIFEN (PIZOTIFEN MALATE) 1 MG,02-DEC-2025
00294748,CALCIUM CHLORIDE INJECTION USP,PFIZER CANADA ULC,CALCIUM CHLORIDE 100 MG,11-FEB-2026
01937227,PMS TRAZODONE HCL TAB 50MG,PHARMASCIENCE INC,TRAZODONE HYDROCHLORIDE 50 MG,22-MAR-2025
00496480,TEVA-PROPRANOLOL,TEVA CANADA LIMITED,PROPRANOLOL HYDROCHLORIDE 10 MG,22-MAR-2025
00496499,TEVA-PROPRANOLOL,TEVA CANADA LIMITED,PROPRANOLOL HYDROCHLORIDE 40 MG,22-MAR-2025
00496502,TEVA-PROPRANOLOL,TEVA CANADA LIMITED,PROPRANOLOL HYDROCHLORIDE 80 MG,22-MAR-2025
00476374,CHOLEDYL EXPECTORANT,SEARCHLIGHT PHARMA INC,GUAIFENESIN 50 MG / OXTRIPHYLLINE 100 MG,22-MAR-2025
00530336,ASA 325MG,VITA HEALTH PRODUCTS INC,ACETYLSALICYLIC ACID 325 MG,22-MAR-2025
00402818,APO-ALLOPURINOL TABLETS,APOTEX INC,ALLOPURINOL 100 MG,19-FEB-2026
00522996,CHLORDIAZEPOXIDE,AA PHARMA INC,CHLORDIAZEPOXIDE HYDROCHLORIDE 25 MG,22-MAR-2025
00312800,APO-HYDROCHLOROTHIAZIDE,APOTEX INC,HYDROCHLOROTHIAZIDE 50 MG,22-MAR-2025
00326844,APO-HYDROCHLOROTHIAZIDE,APOTEX INC,HYDROCHLOROTHIAZIDE 25 MG,22-MAR-2025
00497398,OXYTOCIN INJECTION USP,PFIZER CANADA ULC,OXYTOCIN 10 UNIT,22-MAR-2025
00402796,APO-ALLOPURINOL TABLETS,APOTEX INC,ALLOPURINOL 300 MG,19-FEB-2026
00479799,APO-ALLOPURINOL TABLETS,APOTEX INC,ALLOPURINOL 200 MG,19-FEB-2026
00476552,NARDIL,SEARCHLIGHT PHARMA INC,PHENELZINE (PHENELZINE SULFATE) 15 MG,31-DEC-2025
00402591,ANAFRANIL,APOTEX INC,CLOMIPRAMINE HYDROCHLORIDE 50 MG,22-MAR-2025
00476714,PYRIDIUM,SEARCHLIGHT PHARMA INC,PHENAZOPYRIDINE HYDROCHLORIDE 100 MG,10-JUL-2025
00505773,ANUSOL-HC OINTMENT,CHURCH & DWIGHT CANADA CORP,ZINC SULFATE 0.5 % / HYDROCORTISONE ACETATE 0.5 %,22-MAR-2025
00479896,XYLONOR GEL,SEPTODONT,CETRIMONIUM BROMIDE 150 MG / LIDOCAINE 5 G,22-MAR-2025
00527033,FUROSEMIDE INJ USP,SANDOZ CANADA INCORPORATED,FUROSEMIDE 10 MG,22-MAR-2025
00521515,VITAMIN B12,SANDOZ CANADA INCORPORATED,VITAMIN B12 1000 MCG,22-MAR-2025
00522597,PROLOPA CAP 50-12.5,HOFFMANN-LA ROCHE LIMITED,BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE) 12.5 MG / LEVODOPA 50 MG,22-MAR-2025
00535230,CALMYLIN,TEVA CANADA LIMITED,CODEINE PHOSPHATE 3.33 MG / AMMONIUM CHLORIDE 125 MG / DIPHENHYDRAMINE HYDROCHLORIDE 12.5 MG,22-MAR-2025
00548359,XANAX,BGP PHARMA ULC,ALPRAZOLAM 0.25 MG,22-MAR-2025
00548367,XANAX,BGP PHARMA ULC,ALPRAZOLAM 0.5 MG,22-MAR-2025
00001937,XYLOCARD,ASPEN PHARMACARE CANADA INC.,LIDOCAINE HYDROCHLORIDE 100 MG,22-MAR-2025
00535427,TEVA-ECTOSONE,TEVA CANADA LIMITED,BETAMETHASONE (BETAMETHASONE VALERATE) 0.05 %,08-JUL-2025
00535435,TEVA-ECTOSONE,TEVA CANADA LIMITED,BETAMETHASONE (BETAMETHASONE VALERATE) 0.1 %,08-JUL-2025
00532657,TEVA-TRIAMTERENE/HCTZ,TEVA CANADA LIMITED,TRIAMTERENE 50 MG / HYDROCHLOROTHIAZIDE 25 MG,22-MAR-2025
00513962,TOBREX,NOVARTIS PHARMACEUTICALS CANADA INC,TOBRAMYCIN 0.3 %,22-MAR-2025
00522791,BRONCHOPHAN FORTE DM SYR,LABORATOIRE ATLAS INC,DEXTROMETHORPHAN HYDROBROMIDE 15 MG,22-MAR-2025
00042579,MAXIDEX,NOVARTIS PHARMACEUTICALS CANADA INC,DEXAMETHASONE 0.1 %,22-MAR-2025
00476285,ANUSOL-HC SUPPOSITORIES,CHURCH & DWIGHT CANADA CORP,HYDROCORTISONE ACETATE 10 MG / ZINC SULFATE 10 MG,22-MAR-2025
00550086,SEPTRA INJECTION,ASPEN PHARMACARE CANADA INC.,TRIMETHOPRIM 16 MG / SULFAMETHOXAZOLE 80 MG,22-MAR-2025
00557102,RIVA-DICYCLOMINE,LABORATOIRE RIVA INC.,DICYCLOMINE HYDROCHLORIDE 10 MG,22-MAR-2025
00555681,ALLOPURINOL-100,PRO DOC LIMITEE,ALLOPURINOL 100 MG,22-MAR-2025
00555703,ALLOPURINOL-300,PRO DOC LIMITEE,ALLOPURINOL 300 MG,22-MAR-2025
00521698,FLURAZEPAM,AA PHARMA INC,FLURAZEPAM HYDROCHLORIDE 15 MG,22-MAR-2025
00521701,FLURAZEPAM,AA PHARMA INC,FLURAZEPAM HYDROCHLORIDE 30 MG,22-MAR-2025
00441686,ISDN,AA PHARMA INC,ISOSORBIDE DINITRATE 10 MG,09-JUN-2025
00441694,ISDN,AA PHARMA INC,ISOSORBIDE DINITRATE 30 MG,09-JUN-2025
00312770,APO PREDNISONE TAB 5MG,APOTEX INC,PREDNISONE 5 MG,18-MAR-2026
00544981,APO-ACETAMINOPHEN,APOTEX INC,ACETAMINOPHEN 325 MG,22-MAR-2025
00545007,APO-ACETAMINOPHEN EXTRA STRENGTH,APOTEX INC,ACETAMINOPHEN 500 MG,22-MAR-2025
00550957,APO PREDNISONE TAB 50MG,APOTEX INC,PREDNISONE 50 MG,18-MAR-2026
00556734,VERMOX,JANSSEN INC,MEBENDAZOLE 100 MG,22-MAR-2025
00559253,PROSTIN VR STERILE SOLUTION,PFIZER CANADA ULC,ALPROSTADIL 500 MCG,10-FEB-2026
00551805,SECARIS,PENDOPHARM DIVISION OF PHARMASCIENCE INC,PROPYLENE GLYCOL 20 % / MACROGOL 15 %,22-MAR-2025
00545015,ACETAZOLAMIDE,AA PHARMA INC,ACETAZOLAMIDE 250 MG,28-MAY-2025
00545058,TRIHEXYPHENIDYL,AA PHARMA INC,TRIHEXYPHENIDYL HYDROCHLORIDE 2 MG,16-FEB-2026
00545066,APO-METRONIDAZOLE TABLETS,APOTEX INC,METRONIDAZOLE 250 MG,22-MAR-2025
00545074,TRIHEXYPHENIDYL,AA PHARMA INC,TRIHEXYPHENIDYL HYDROCHLORIDE 5 MG,16-FEB-2026
00568082,BSS PLUS,ALCON CANADA INC,SODIUM PHOSPHATE DIBASIC 0.042 % / GLUTATHIONE DISULFIDE 0.0184 % / SODIUM BICARBONATE 0.21 % / DEXTROSE 0.092 % / POTASSIUM CHLORIDE 0.038 % / CALCIUM CHLORIDE 0.0154 % / SODIUM CHLORIDE 0.714 % / MAGNESIUM CHLORIDE 0.02 %,22-MAR-2025
00548375,CESAMET,"BAUSCH HEALTH, CANADA INC.",NABILONE 1 MG,22-MAR-2025
00569771,ZOVIRAX,"BAUSCH HEALTH, CANADA INC.",ACYCLOVIR 5 %,22-MAR-2025
00522651,APO-NAPROXEN,APOTEX INC,NAPROXEN 250 MG,22-MAR-2025
00389218,NOVO-GESIC,TEVA CANADA LIMITED,ACETAMINOPHEN 325 MG,22-MAR-2025
00565350,TEVA-NAPROXEN,TEVA CANADA LIMITED,NAPROXEN 250 MG,22-MAR-2025
00572349,COLCHICINE TAB 0.6MG,ODAN LABORATORIES LTD,COLCHICINE 0.6 MG,22-MAR-2025
00342092,TEVA-CEPHALEXIN 250,TEVA CANADA LIMITED,CEPHALEXIN (CEPHALEXIN MONOHYDRATE) 250 MG,22-MAR-2025
00342106,TEVA-CEPHALEXIN 125,TEVA CANADA LIMITED,CEPHALEXIN (CEPHALEXIN MONOHYDRATE) 125 MG,22-MAR-2025
00582344,ACCUTANE,CHEPLAPHARM SCHWEIZ GMBH,ISOTRETINOIN 10 MG,03-MAR-2026
00582352,ACCUTANE,CHEPLAPHARM SCHWEIZ GMBH,ISOTRETINOIN 40 MG,03-MAR-2026
00583413,TEVA-CEPHALEXIN,TEVA CANADA LIMITED,CEPHALEXIN (CEPHALEXIN MONOHYDRATE) 250 MG,22-MAR-2025
00583421,TEVA-CEPHALEXIN,TEVA CANADA LIMITED,CEPHALEXIN (CEPHALEXIN MONOHYDRATE) 500 MG,22-MAR-2025
00589861,TEVA-NAPROXEN,TEVA CANADA LIMITED,NAPROXEN 500 MG,22-MAR-2025
00482323,NOVO-GESIC FORTE,TEVA CANADA LIMITED,ACETAMINOPHEN 500 MG,22-MAR-2025
00583332,EXTRA STRENGTH NYTOL TAB 50MG,MEDTECH PRODUCTS INC,DIPHENHYDRAMINE HYDROCHLORIDE 50 MG,22-MAR-2025
00584215,CIMETIDINE,AA PHARMA INC,CIMETIDINE 200 MG,22-MAR-2025
00487872,CIMETIDINE,AA PHARMA INC,CIMETIDINE 300 MG,22-MAR-2025
00568406,RIVA-OXAZEPAM,LABORATOIRE RIVA INC.,OXAZEPAM 15 MG,22-MAR-2025
00568414,RIVA-OXAZEPAM,LABORATOIRE RIVA INC.,OXAZEPAM 30 MG,22-MAR-2025
00591645,GASEOUS NITROGEN 99.0%,AIR PRODUCTS CANADA LTD/LTÉE.,NITROGEN 99.0 %,22-MAR-2025
00592277,APO-NAPROXEN,APOTEX INC,NAPROXEN 500 MG,22-MAR-2025
00559393,TYLENOL REGULAR STRENGTH,KENVUE CANADA INC.,ACETAMINOPHEN 325 MG,12-SEP-2025
00559407,TYLENOL EXTRA STRENGTH,KENVUE CANADA INC.,ACETAMINOPHEN 500 MG,25-SEP-2025
00578436,DIPROSALIC,ORGANON CANADA INC.,SALICYLIC ACID 30 MG / BETAMETHASONE (BETAMETHASONE DIPROPIONATE) 0.5 MG,18-DEC-2025
00580929,TETRACYCLINE,AA PHARMA INC,TETRACYCLINE HYDROCHLORIDE 250 MG,22-MAR-2025
00586714,HUMULIN R,ELI LILLY CANADA INC,INSULIN SEMI SYNTHETIC HUMAN 100 UNIT,22-MAR-2025
00587737,HUMULIN N,ELI LILLY CANADA INC,INSULIN NPH HUMAN DNA ORIGIN 100 UNIT,22-MAR-2025
00575186,HISTANTIL TAB 50MG,PHARMASCIENCE INC,PROMETHAZINE HYDROCHLORIDE 50 MG,22-MAR-2025
00533688,TOBRAMYCIN FOR INJECTION,FRESENIUS KABI CANADA LTD,TOBRAMYCIN (TOBRAMYCIN SULFATE) 1.2 G,22-MAR-2025
00596612,DIPHENHYDRAMINE HYDROCHLORIDE INJECTION USP,SANDOZ CANADA INCORPORATED,DIPHENHYDRAMINE HYDROCHLORIDE 50 MG,22-MAR-2025
00506052,APO-IBUPROFEN,APOTEX INC,IBUPROFEN 400 MG,22-MAR-2025
00441651,APO-IBUPROFEN,APOTEX INC,IBUPROFEN 300 MG,22-MAR-2025
00598933,TIAMOL CREAM 0.05%,"TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",FLUOCINONIDE 0.05 %,22-MAR-2025
00600806,APO-NAPROXEN,APOTEX INC,NAPROXEN 375 MG,22-MAR-2025
00609129,DICLECTIN,DUCHESNAY INC,DOXYLAMINE SUCCINATE 10 MG / PYRIDOXINE HYDROCHLORIDE 10 MG,23-JAN-2026
00476420,COLY-MYCIN M,SEARCHLIGHT PHARMA INC,COLISTIN (COLISTIMETHATE SODIUM) 150 MG,22-MAR-2025
00590215,TPN ELECTROLYTES,PFIZER CANADA ULC,SODIUM ACETATE 121 MG / CALCIUM CHLORIDE 16.55 MG / SODIUM CHLORIDE 16.05 MG / POTASSIUM CHLORIDE 74.55 MG / MAGNESIUM CHLORIDE 25.4 MG,22-MAR-2025
00609692,HISTATROL,ALK-ABELLO INC,HISTAMINE PHOSPHATE 2.75 MG,27-JUN-2025
00609706,HISTATROL,ALK-ABELLO INC,HISTAMINE PHOSPHATE 0.275 MG,27-JUN-2025
00568392,RIVA-OXAZEPAM,LABORATOIRE RIVA INC.,OXAZEPAM 10 MG,22-MAR-2025
00605751,ACETAMINOPHEN TABLETS 325 MG,VITA HEALTH PRODUCTS INC,ACETAMINOPHEN 325 MG,22-MAR-2025
00605778,EXTRA STRENGTH ACETAMINOPHEN TABLETS 500 MG,VITA HEALTH PRODUCTS INC,ACETAMINOPHEN 500 MG,22-MAR-2025
00605786,TRAVEL TABS 50 MG,VITA HEALTH PRODUCTS INC,DIMENHYDRINATE 50 MG,22-MAR-2025
00586315,MULTI 1000,SANDOZ CANADA INCORPORATED,VITAMIN B1 (THIAMINE HYDROCHLORIDE) 4.5 MG / VITAMIN A 1000 UNIT / ASCORBIC ACID 100 MG / VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE) 1.2 MG / NICOTINAMIDE 10 MG / VITAMIN D 100 UNIT / VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE) 1 UNIT / VITAMIN B2 (RIBOFLAVIN-5-PHOSPHATE) 1 MG / D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE) 2.6 MG,22-MAR-2025
00604453,RESTORIL,AA PHARMA INC,TEMAZEPAM 15 MG,22-MAR-2025
00604461,RESTORIL,AA PHARMA INC,TEMAZEPAM 30 MG,22-MAR-2025
00586668,FUCIDIN CREAM 2%,LEO PHARMA INC,FUSIDIC ACID 2 %,22-MAR-2025
00586676,FUCIDIN OINTMENT 2%,LEO PHARMA INC,FUSIDATE SODIUM 2 %,22-MAR-2025
00613215,TEVA-SPIRONOLACTONE,TEVA CANADA LIMITED,SPIRONOLACTONE 25 MG,25-FEB-2026
00613223,TEVA-SPIRONOLACTONE,TEVA CANADA LIMITED,SPIRONOLACTONE 100 MG,25-FEB-2026
00441775,APO-TRIAZIDE,APOTEX INC,TRIAMTERENE 50 MG / HYDROCHLOROTHIAZIDE 25 MG,17-FEB-2026
00596418,EPIVAL,BGP PHARMA ULC,VALPROIC ACID (DIVALPROEX SODIUM) 125 MG,21-NOV-2025
00596426,EPIVAL,BGP PHARMA ULC,VALPROIC ACID (DIVALPROEX SODIUM) 250 MG,21-NOV-2025
00596434,EPIVAL,BGP PHARMA ULC,VALPROIC ACID (DIVALPROEX SODIUM) 500 MG,21-NOV-2025
00572810,OXYGEN 100%,AIR LIQUIDE CANADA INC.,OXYGEN 100 %,22-MAR-2025
00572829,NITROGEN 100%,AIR LIQUIDE CANADA INC.,NITROGEN 100 %,22-MAR-2025
00572837,MEDICAL AIR 100%,AIR LIQUIDE CANADA INC.,AIR 100 %,22-MAR-2025
00572845,NITROUS OXIDE 100%,AIR LIQUIDE CANADA INC.,NITROUS OXIDE 100 %,22-MAR-2025
00572853,OXYGEN CARBON DIOXIDE MIXTURE,AIR LIQUIDE CANADA INC.,CARBON DIOXIDE 5 % / OXYGEN 95 %,22-MAR-2025
00572861,CARBON DIOXIDE 100%,AIR LIQUIDE CANADA INC.,CARBON DIOXIDE 100 %,22-MAR-2025
00572888,HELIUM 100%,AIR LIQUIDE CANADA INC.,HELIUM 100 %,22-MAR-2025
00572896,HELIUM OXYGEN MIXTURE,AIR LIQUIDE CANADA INC.,OXYGEN 20 % / HELIUM 80 %,22-MAR-2025
00582662,AMINOPHYLLINE INJ 25MG/ML,OMEGA LABORATORIES LIMITED,AMINOPHYLLINE 25 MG,22-MAR-2025
00614254,TOBREX,NOVARTIS PHARMACEUTICALS CANADA INC,TOBRAMYCIN 0.3 %,22-MAR-2025
00577790,PDP-ISONIAZID,PENDOPHARM DIVISION OF PHARMASCIENCE INC,ISONIAZID 100 MG,22-MAR-2025
00577804,PDP-ISONIAZID,PENDOPHARM DIVISION OF PHARMASCIENCE INC,ISONIAZID 300 MG,22-MAR-2025
00577812,PDP-ISONIAZID,PENDOPHARM DIVISION OF PHARMASCIENCE INC,ISONIAZID 50 MG,22-MAR-2025
00598461,PMS-SULFASALAZINE 500MG/TAB USP,PHARMASCIENCE INC,SULFASALAZINE 500 MG,22-MAR-2025
00608157,TEVA-OXYCODAN,TEVA CANADA LIMITED,ACETYLSALICYLIC ACID 325 MG / OXYCODONE HYDROCHLORIDE 5 MG,22-MAR-2025
00608165,TEVA-OXYCOCET,TEVA CANADA LIMITED,OXYCODONE HYDROCHLORIDE 5 MG / ACETAMINOPHEN 325 MG,22-MAR-2025
00608211,TEVA-TECNAL,TEVA CANADA LIMITED,CAFFEINE 40 MG / ACETYLSALICYLIC ACID 330 MG / BUTALBITAL 50 MG,22-MAR-2025
00608882,TEVA-EMTEC-30,TEVA CANADA LIMITED,ACETAMINOPHEN 300 MG / CODEINE PHOSPHATE 30 MG,22-MAR-2025
00593257,SANDIMMUNE I.V.,NOVARTIS PHARMACEUTICALS CANADA INC,CYCLOSPORINE 50 MG,22-MAR-2025
00608734,LANSOYL GEL 78%,AURIUM PHARMA INC.,MINERAL OIL 78 %,22-MAR-2025
00609900,RINCE BOUCHE ANTISEPTIQUE,LABORATOIRE ATLAS INC,CETYLPYRIDINIUM CHLORIDE 0.05 %,22-MAR-2025
00618632,APO-METOPROLOL,APOTEX INC,METOPROLOL TARTRATE 50 MG,22-MAR-2025
00618640,APO-METOPROLOL,APOTEX INC,METOPROLOL TARTRATE 100 MG,22-MAR-2025
00628115,APO-AMOXI,APOTEX INC,AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 250 MG,10-MAR-2026
00628123,APO-AMOXI,APOTEX INC,AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 500 MG,10-MAR-2026
00628131,APO-AMOXI,APOTEX INC,AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 125 MG,10-MAR-2026
00628158,APO-AMOXI,APOTEX INC,AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 250 MG,10-MAR-2026
