din,therapeutic_category,brand_name,generic_name,strength,dosage_form,eds_status
02524643,MISCELLANEOUS THERAPEUTIC AGENTS,Sohonos palovarotene,use for the treatment of osteoporosis,2.5 mg,Capsule,True
02524651,MISCELLANEOUS THERAPEUTIC AGENTS,Sohonos palovarotene,use for the treatment of osteoporosis,5 mg,Capsule,True
02524678,MISCELLANEOUS THERAPEUTIC AGENTS,Sohonos palovarotene,use for the treatment of osteoporosis,10 mg,Capsule,True
02374900,MISCELLANEOUS THERAPEUTIC AGENTS,Visanne dienogest,use for the treatment of osteoporosis,2 mg,Tablet,True
02493055,MISCELLANEOUS THERAPEUTIC AGENTS,Aspen-Dienogest dienogest,use for the treatment of osteoporosis,2 mg,Tablet,True
02498189,MISCELLANEOUS THERAPEUTIC AGENTS,Jamp Dienogest dienogest,use for the treatment of osteoporosis,2 mg,Tablet,True
02543613,MISCELLANEOUS THERAPEUTIC AGENTS,M-Dienogest dienogest,use for the treatment of osteoporosis,2 mg,Tablet,True
02551683,MISCELLANEOUS THERAPEUTIC AGENTS,Mar-Dienogest dienogest,use for the treatment of osteoporosis,2 mg,Tablet,True
02473232,RESPIRATORY TRACT AGENTS,Administration criteria,use for the treatment of osteoporosis,200 mg,Tablet,True
02496135,RESPIRATORY TRACT AGENTS,Fasenra benralizumab 30 mg/mL Injection,use for the treatment of osteoporosis,200 mg,Tablet,True
02492989,RESPIRATORY TRACT AGENTS,Administration Criteria,use for the treatment of osteoporosis,200 mg,Tablet,True
02492997,RESPIRATORY TRACT AGENTS,Nucala mepolizumab 100mg/ml Injection,use for the treatment of osteoporosis,200 mg,Tablet,True
02529548,RESPIRATORY TRACT AGENTS,Tezspire ezepelumab,use for the treatment of osteoporosis,110mg,Syringe,True
02529556,RESPIRATORY TRACT AGENTS,Tezspire ezepelumab,use for the treatment of osteoporosis,110mg,Syringe,True
02239630,ANTI-INFECTIVE AGENTS,Tobi tobramycin,use for the treatment of osteoporosis,60 mg,Syringe,True
02389622,ANTI-INFECTIVE AGENTS,Teva-Tobramycin tobramycin,use for the treatment of osteoporosis,60 mg,Syringe,True
02424622,ANTI-INFECTIVE AGENTS,Posanol posaconazole,use for the treatment of osteoporosis,100 mg,Syringe,True
02542021,ANTI-INFECTIVE AGENTS,GLN-Posaconazole posaconazole,use for the treatment of osteoporosis,100 mg,Syringe,True
02544644,ANTI-INFECTIVE AGENTS,Mint-Posaconazole posaconazole,use for the treatment of osteoporosis,100 mg,Syringe,True
02496259,ANTI-INFECTIVE AGENTS,Sandoz Posaconazole posaconazole,use for the treatment of osteoporosis,100 mg,Syringe,True
02543311,ANTI-INFECTIVE AGENTS,Taro-Posaconazole posaconazole,use for the treatment of osteoporosis,100 mg,Syringe,True
