din,therapeutic_category,brand_name,generic_name,strength,dosage_form,eds_status
02273233,CARDIOVASCULAR,,,5/10 mg,,True
02273284,CARDIOVASCULAR,,,10/10 mg,,True
02273241,CARDIOVASCULAR,,,5/20 mg,,True
02273292,CARDIOVASCULAR,,,10/20 mg,,True
02273268,CARDIOVASCULAR,Caduet amlodipine/atorvastatin Tablet,,5/40 mg,,True
02273306,CARDIOVASCULAR,Caduet amlodipine/atorvastatin Tablet,,10/40 mg,,True
02273276,CARDIOVASCULAR,Caduet amlodipine/atorvastatin Tablet,,5/80 mg,,True
02273314,CARDIOVASCULAR,Caduet amlodipine/atorvastatin Tablet,,10/80 mg,,True
02411253,CARDIOVASCULAR,Caduet amlodipine/atorvastatin Tablet,,5/10 mg,,True
02411261,CARDIOVASCULAR,Caduet amlodipine/atorvastatin Tablet,,5/20 mg,,True
02411288,CARDIOVASCULAR,Caduet amlodipine/atorvastatin Tablet,,5/40 mg,,True
02411296,CARDIOVASCULAR,Apo-Amlodipine/,,5/80 mg,,True
02411318,CARDIOVASCULAR,Atorvastatin,,10/10 mg,,True
02411326,CARDIOVASCULAR,Atorvastatin,,10/20 mg,,True
02411334,CARDIOVASCULAR,Atorvastatin,,10/40 mg,,True
02411342,CARDIOVASCULAR,Atorvastatin,,10/80 mg,,True
02362759,CARDIOVASCULAR,Atorvastatin,,5/10 mg,,True
02362767,CARDIOVASCULAR,Atorvastatin,,5/20 mg,,True
02362775,CARDIOVASCULAR,Atorvastatin,,5/40 mg,,True
02362783,CARDIOVASCULAR,Mylan-Amlodipine/,,5/80 mg,,True
02362791,CARDIOVASCULAR,Atorvastatin,,10/10 mg,,True
02362805,CARDIOVASCULAR,Atorvastatin,,10/20 mg,,True
02362813,CARDIOVASCULAR,Atorvastatin,,10/40 mg,,True
02362821,CARDIOVASCULAR,Atorvastatin,,10/80 mg,,True
02446928,CARDIOVASCULAR,Atorvastatin,,24 mg,,True
02446936,CARDIOVASCULAR,Entresto sacubitril/valsartan,,49 mg,Tablet,True
02446944,CARDIOVASCULAR,Entresto sacubitril/valsartan,,97 mg,Tablet,True
02564432,CARDIOVASCULAR,Entresto sacubitril/valsartan,,24 mg,Tablet,True
02564440,CARDIOVASCULAR,sacubitril/valsartan,,49 mg,Tablet,True
02564459,CARDIOVASCULAR,Valsartan,,97 mg,Tablet,True
02549018,CARDIOVASCULAR,Valsartan,,24 mg,Tablet,True
02549026,CARDIOVASCULAR,sacubitril/valsartan,,49 mg,Tablet,True
02549034,CARDIOVASCULAR,Valsartan,,97 mg,Tablet,True
02459973,CARDIOVASCULAR,antagonist,if tolerable,5 mg,Tablet,True
02459981,CARDIOVASCULAR,Lancora ivabradine hydrochloride Tablet,if tolerable,7.5 mg,Tablet,True
02531917,CARDIOVASCULAR,Lancora ivabradine hydrochloride Tablet,if tolerable,10mg,Tablet,True
02531925,CARDIOVASCULAR,Kerendia finerenone Tablet,if tolerable,20mg,Tablet,True
02459779,CARDIOVASCULAR,Kerendia finerenone Tablet,if tolerable,120 mg,Tablet,True
02446057,CARDIOVASCULAR,Repatha evolocumab Injection,if tolerable,140 mg,Tablet,True
02495244,CARDIOVASCULAR,Vascepa icosapent ethyl,if tolerable,1 G,Capsule,True
02242115,AUTONOMIC DRUGS,Vascepa icosapent ethyl,if tolerable,1.5 mg,Capsule,True
02242116,AUTONOMIC DRUGS,Vascepa icosapent ethyl,if tolerable,3 mg,Capsule,True
02242117,AUTONOMIC DRUGS,Exelon rivastigmine Capsule,if tolerable,4.5 mg,Capsule,True
02242118,AUTONOMIC DRUGS,Exelon rivastigmine Capsule,if tolerable,6 mg,Capsule,True
02245240,AUTONOMIC DRUGS,Exelon rivastigmine,if tolerable,2 mg,Liquid,True
02336715,AUTONOMIC DRUGS,Exelon rivastigmine,if tolerable,1.5 mg,Liquid,True
02336723,AUTONOMIC DRUGS,Exelon rivastigmine,if tolerable,3 mg,Liquid,True
02336731,AUTONOMIC DRUGS,Apo-Rivastigmine rivastigmine Capsule,if tolerable,4.5 mg,Liquid,True
02336758,AUTONOMIC DRUGS,Apo-Rivastigmine rivastigmine Capsule,if tolerable,6 mg,Liquid,True
02485362,AUTONOMIC DRUGS,Apo-Rivastigmine rivastigmine Capsule,if tolerable,1.5 mg,Liquid,True
02485370,AUTONOMIC DRUGS,Apo-Rivastigmine rivastigmine Capsule,if tolerable,3 mg,Liquid,True
02485389,AUTONOMIC DRUGS,Jamp-Rivastigmine rivastigmine Capsule,if tolerable,4.5 mg,Liquid,True
02485397,AUTONOMIC DRUGS,Jamp-Rivastigmine rivastigmine Capsule,if tolerable,6 mg,Liquid,True
02552256,AUTONOMIC DRUGS,Jamp-Rivastigmine rivastigmine Capsule,if tolerable,1.5 mg,Liquid,True
02552264,AUTONOMIC DRUGS,Jamp Rivastigmine,if tolerable,3 mg,Liquid,True
02552272,AUTONOMIC DRUGS,s,if tolerable,4.5 mg,Capsule,True
02552280,AUTONOMIC DRUGS,s,if tolerable,6 mg,Capsule,True
02401614,AUTONOMIC DRUGS,s,if tolerable,1.5 mg,Capsule,True
02401622,AUTONOMIC DRUGS,s,if tolerable,3 mg,Capsule,True
02401630,AUTONOMIC DRUGS,Med-Rivastigmine rivastigmine Capsule,if tolerable,4.5 mg,Capsule,True
02401649,AUTONOMIC DRUGS,Med-Rivastigmine rivastigmine Capsule,if tolerable,6 mg,Capsule,True
02324563,AUTONOMIC DRUGS,Med-Rivastigmine rivastigmine Capsule,if tolerable,1.5 mg,Capsule,True
02324571,AUTONOMIC DRUGS,Med-Rivastigmine rivastigmine Capsule,if tolerable,3 mg,Capsule,True
02324598,AUTONOMIC DRUGS,Sandoz Rivastigmine rivastigmine Capsule,if tolerable,4.5 mg,Capsule,True
02324601,AUTONOMIC DRUGS,Sandoz Rivastigmine rivastigmine Capsule,if tolerable,6 mg,Capsule,True
02518058,AUTONOMIC DRUGS,Breztri Aerosphere 160/,if tolerable,7.2/5.0 mcg,Capsule,True
02501244,AUTONOMIC DRUGS,Enerzair Breezhaler 50/,if tolerable,150/160 mcg,Capsule,True
02474522,AUTONOMIC DRUGS,Trelegy Ellipta,if tolerable,150/160 mcg,Capsule,True
02532247,BLOOD FORMING AND COAGULATION,Trelegy Ellipta,if tolerable,30 mg,Capsule,True
02532255,BLOOD FORMING AND COAGULATION,Trelegy Ellipta,if tolerable,40 mg,Capsule,True
02532263,BLOOD FORMING AND COAGULATION,Elonox enoxaparin sodium,if tolerable,60 mg,Injection,True
02533271,BLOOD FORMING AND COAGULATION,Elonox enoxaparin sodium,if tolerable,80 mg,Injection,True
02532298,BLOOD FORMING AND COAGULATION,Elonox enoxaparin sodium,if tolerable,100 mg,Injection,True
02532301,BLOOD FORMING AND COAGULATION,Elonox enoxaparin sodium,if tolerable,120 mg,Injection,True
02532328,BLOOD FORMING AND COAGULATION,Elonox HP enoxaparin sodium Injection,if tolerable,150 mg,Injection,True
02507501,BLOOD FORMING AND COAGULATION,Elonox HP enoxaparin sodium Injection,if tolerable,30 mg,Injection,True
02507528,BLOOD FORMING AND COAGULATION,Elonox HP enoxaparin sodium Injection,if tolerable,40 mg,Injection,True
02507536,BLOOD FORMING AND COAGULATION,enoxaparin sodium,if tolerable,60 mg,Injection,True
02507544,BLOOD FORMING AND COAGULATION,enoxaparin sodium,if tolerable,80 mg,Injection,True
02507552,BLOOD FORMING AND COAGULATION,enoxaparin sodium,if tolerable,100 mg,Injection,True
02507560,BLOOD FORMING AND COAGULATION,Inclunox-HP,if tolerable,120 mg,Injection,True
02507579,BLOOD FORMING AND COAGULATION,,biosimilar,150 mg,Injection,True
02506440,BLOOD FORMING AND COAGULATION,,biosimilar,20 mg,Injection,True
02506459,BLOOD FORMING AND COAGULATION,,biosimilar,30 mg,Injection,True
02506467,BLOOD FORMING AND COAGULATION,Noromby,biosimilar,40 mg,Injection,True
02506475,BLOOD FORMING AND COAGULATION,,biosimilar,60 mg,Injection,True
02506483,BLOOD FORMING AND COAGULATION,,biosimilar,80 mg,Injection,True
02506491,BLOOD FORMING AND COAGULATION,,biosimilar,100 mg,Injection,True
02506505,BLOOD FORMING AND COAGULATION,Noromby HP,biosimilar,120 mg,Injection,True
02506513,BLOOD FORMING AND COAGULATION,,biosimilar,150 mg,Injection,True
02509075,BLOOD FORMING AND COAGULATION,,biosimilar,30 mg,Injection,True
02509083,BLOOD FORMING AND COAGULATION,,biosimilar,40 mg,Injection,True
02509091,BLOOD FORMING AND COAGULATION,Redesca,biosimilar,60 mg,Injection,True
02509105,BLOOD FORMING AND COAGULATION,,biosimilar,80 mg,Injection,True
02509113,BLOOD FORMING AND COAGULATION,,biosimilar,100 mg,Injection,True
02509121,BLOOD FORMING AND COAGULATION,,biosimilar,300 mg,Injection,True
02509148,BLOOD FORMING AND COAGULATION,Redesca HP,biosimilar,120 mg,Injection,True
02509156,BLOOD FORMING AND COAGULATION,,biosimilar,150 mg,Injection,True
02132621,BLOOD FORMING AND COAGULATION,,biosimilar,2500 IU,Injection,True
02430789,BLOOD FORMING AND COAGULATION,,biosimilar,3500 IU,Injection,True
02132648,BLOOD FORMING AND COAGULATION,,biosimilar,5000 IU,Injection,True
02231171,BLOOD FORMING AND COAGULATION,,biosimilar,25000 IU,Injection,True
02352680,BLOOD FORMING AND COAGULATION,Fragmin dalteparin,biosimilar,18000IU,Injection,True
02352648,BLOOD FORMING AND COAGULATION,Fragmin dalteparin,biosimilar,7500 IU,Injection,True
02352672,BLOOD FORMING AND COAGULATION,Fragmin dalteparin,biosimilar,15000 IU,Injection,True
02352656,BLOOD FORMING AND COAGULATION,Fragmin dalteparin,biosimilar,10000 IU,Injection,True
02352664,BLOOD FORMING AND COAGULATION,Fragmin dalteparin,biosimilar,12500 IU,Injection,True
02236913,BLOOD FORMING AND COAGULATION,Fragmin dalteparin,biosimilar,9500 IU,Injection,True
02240114,BLOOD FORMING AND COAGULATION,Fraxiparine nadroparin Injection,biosimilar,19000 IU,Injection,True
02229755,BLOOD FORMING AND COAGULATION,Fraxiparine nadroparin Injection,biosimilar,2500 IU,Injection,True
02167840,BLOOD FORMING AND COAGULATION,Fraxiparine nadroparin Injection,biosimilar,10000 IU,Injection,True
02231478,BLOOD FORMING AND COAGULATION,Fraxiparine nadroparin Injection,biosimilar,10000 IU,Injection,True
02229515,BLOOD FORMING AND COAGULATION,Fraxiparine nadroparin Injection,biosimilar,20000 IU,Injection,True
02358182,BLOOD FORMING AND COAGULATION,Fraxiparine nadroparin Injection,biosimilar,18000 IU,Injection,True
02358158,BLOOD FORMING AND COAGULATION,Innohep tinzaparin,biosimilar,3500 IU,Injection,True
02358166,BLOOD FORMING AND COAGULATION,Innohep tinzaparin,biosimilar,4500 IU,Injection,True
02358174,BLOOD FORMING AND COAGULATION,Innohep tinzaparin,biosimilar,14000 IU,Injection,True
02429462,BLOOD FORMING AND COAGULATION,"8,",biosimilar,000/0.4 mL,Injection,True
02429470,BLOOD FORMING AND COAGULATION,"12,",biosimilar,000/0.6 mL,Injection,True
02429489,BLOOD FORMING AND COAGULATION,"16,",biosimilar,000/0.8 mL,Injection,True
02458640,BLOOD FORMING AND COAGULATION,"16,",biosimilar,15 mg,Injection,True
02458659,BLOOD FORMING AND COAGULATION,Lixiana edoxaban,biosimilar,30 mg,Tablet,True
02458667,BLOOD FORMING AND COAGULATION,Lixiana edoxaban,biosimilar,60 mg,Tablet,True
02557282,BLOOD FORMING AND COAGULATION,Lixiana edoxaban,biosimilar,30 mg,Tablet,True
02557290,BLOOD FORMING AND COAGULATION,Jamp Edoxaban edoxaban Tablet,biosimilar,60 mg,Tablet,True
02553414,BLOOD FORMING AND COAGULATION,Jamp Edoxaban edoxaban Tablet,biosimilar,15 mg,Tablet,True
02553422,BLOOD FORMING AND COAGULATION,Sandoz Edoxaban edoxaban,biosimilar,30 mg,Tablet,True
02553430,BLOOD FORMING AND COAGULATION,Sandoz Edoxaban edoxaban,biosimilar,60 mg,Tablet,True
02554208,BLOOD FORMING AND COAGULATION,Sandoz Edoxaban edoxaban,biosimilar,15 mg,Tablet,True
02554216,BLOOD FORMING AND COAGULATION,Teva-Edoxaban edoxaban,biosimilar,30 mg,Tablet,True
02554224,BLOOD FORMING AND COAGULATION,Teva-Edoxaban edoxaban,biosimilar,60 mg,Tablet,True
02312441,BLOOD FORMING AND COAGULATION,Teva-Edoxaban edoxaban,biosimilar,110 mg,Tablet,True
02358808,BLOOD FORMING AND COAGULATION,Pradaxa dabigatran Capsule,biosimilar,150 mg,Tablet,True
02468905,BLOOD FORMING AND COAGULATION,Pradaxa dabigatran Capsule,biosimilar,110 mg,Tablet,True
02468913,BLOOD FORMING AND COAGULATION,Apo-Dabigatran dabigatran Capsule,biosimilar,150 mg,Tablet,True
02477777,IRON PREPARATIONS,Monoferric iron,biosimilar,100 mg,Injection,True
02243716,IRON PREPARATIONS,Venofer iron sucrose,biosimilar,20 mg,Injection,True
02502917,IRON PREPARATIONS,pms-Iron Sucrose iron sucrose,biosimilar,20 mg,Injection,True
02239665,IRON PREPARATIONS,Alertec modafinil,biosimilar,100 mg,Tablet,True
02285398,IRON PREPARATIONS,Apo-Modafinil modafinil,biosimilar,100 mg,Tablet,True
02430487,IRON PREPARATIONS,Auro-Modafinil modafinil,biosimilar,100 mg,Tablet,True
02503727,IRON PREPARATIONS,Jamp Modafinil modafinil,biosimilar,100 mg,Tablet,True
02432560,IRON PREPARATIONS,Mar-Modafinil modafinil,biosimilar,100 mg,Tablet,True
02530244,IRON PREPARATIONS,Modafinil modafinil,biosimilar,100 mg,Tablet,True
02420260,IRON PREPARATIONS,Teva-Modafinil modafinil,biosimilar,100 mg,Tablet,True
02318024,IRON PREPARATIONS,Teva-Modafinil modafinil,biosimilar,10 mg,Tablet,True
02318032,IRON PREPARATIONS,Teva-Modafinil modafinil,biosimilar,18 mg,Tablet,True
02318040,IRON PREPARATIONS,Teva-Modafinil modafinil,biosimilar,25 mg,Tablet,True
02318059,IRON PREPARATIONS,Apo-Atomoxetine atomoxetine Capsule,biosimilar,40 mg,Tablet,True
02318067,IRON PREPARATIONS,Apo-Atomoxetine atomoxetine Capsule,biosimilar,60 mg,Tablet,True
02318075,IRON PREPARATIONS,Apo-Atomoxetine atomoxetine Capsule,biosimilar,80 mg,Tablet,True
02471485,IRON PREPARATIONS,Apo-Atomoxetine atomoxetine Capsule,biosimilar,10 mg,Tablet,True
02471493,IRON PREPARATIONS,Apo-Atomoxetine atomoxetine Capsule,biosimilar,18 mg,Tablet,True
02471507,IRON PREPARATIONS,Apo-Atomoxetine atomoxetine Capsule,biosimilar,25 mg,Tablet,True
02471515,IRON PREPARATIONS,Auro-Atomoxetine atomoxetine,biosimilar,40 mg,Capsule,True
02471523,IRON PREPARATIONS,Auro-Atomoxetine atomoxetine,biosimilar,60 mg,Capsule,True
02471531,IRON PREPARATIONS,Auro-Atomoxetine atomoxetine,biosimilar,80 mg,Capsule,True
02471558,IRON PREPARATIONS,Auro-Atomoxetine atomoxetine,biosimilar,100 mg,Capsule,True
02445883,IRON PREPARATIONS,Auro-Atomoxetine atomoxetine,biosimilar,10 mg,Capsule,True
02445905,IRON PREPARATIONS,Auro-Atomoxetine atomoxetine,biosimilar,18 mg,Capsule,True
02445913,IRON PREPARATIONS,Atomoxetine atomoxetine,biosimilar,25 mg,Capsule,True
02445948,IRON PREPARATIONS,Atomoxetine atomoxetine,biosimilar,40 mg,Capsule,True
02445956,IRON PREPARATIONS,Atomoxetine atomoxetine,biosimilar,60 mg,Capsule,True
02506807,IRON PREPARATIONS,Atomoxetine atomoxetine,biosimilar,10 mg,Capsule,True
02506815,IRON PREPARATIONS,Atomoxetine atomoxetine,biosimilar,18 mg,Capsule,True
02506823,IRON PREPARATIONS,Atomoxetine atomoxetine,biosimilar,25 mg,Capsule,True
02506831,IRON PREPARATIONS,Jamp Atomoxetine atomoxetine,biosimilar,40 mg,Capsule,True
02506858,IRON PREPARATIONS,Jamp Atomoxetine atomoxetine,biosimilar,60 mg,Capsule,True
02506866,IRON PREPARATIONS,Jamp Atomoxetine atomoxetine,biosimilar,80 mg,Capsule,True
02506874,IRON PREPARATIONS,Jamp Atomoxetine atomoxetine,biosimilar,100 mg,Capsule,True
02386410,IRON PREPARATIONS,Jamp Atomoxetine atomoxetine,biosimilar,10 mg,Capsule,True
02386429,IRON PREPARATIONS,Jamp Atomoxetine atomoxetine,biosimilar,18 mg,Capsule,True
02386437,IRON PREPARATIONS,Jamp Atomoxetine atomoxetine,biosimilar,25 mg,Capsule,True
02386445,IRON PREPARATIONS,Sandoz Atomoxetine atomoxetine,biosimilar,40 mg,Capsule,True
02386453,IRON PREPARATIONS,Sandoz Atomoxetine atomoxetine,biosimilar,60 mg,Capsule,True
02386461,IRON PREPARATIONS,Sandoz Atomoxetine atomoxetine,biosimilar,80 mg,Capsule,True
02386488,IRON PREPARATIONS,Sandoz Atomoxetine atomoxetine,biosimilar,100 mg,Capsule,True
02314541,IRON PREPARATIONS,Sandoz Atomoxetine atomoxetine,biosimilar,10 mg,Capsule,True
02314568,IRON PREPARATIONS,Sandoz Atomoxetine atomoxetine,biosimilar,18 mg,Capsule,True
02314576,IRON PREPARATIONS,Sandoz Atomoxetine atomoxetine,biosimilar,25 mg,Capsule,True
02314584,IRON PREPARATIONS,Teva-Atomoxetine atomoxetine Capsule,biosimilar,40 mg,Capsule,True
02314592,IRON PREPARATIONS,Teva-Atomoxetine atomoxetine Capsule,biosimilar,60 mg,Capsule,True
02362511,IRON PREPARATIONS,Teva-Atomoxetine atomoxetine Capsule,biosimilar,80 mg,Capsule,True
02284294,IRON PREPARATIONS,Anticonvulsants,biosimilar,150 mg,Capsule,True
02284308,IRON PREPARATIONS,Apo-Oxcarbazepine oxcarbazepine,biosimilar,300 mg,Tablet,True
02284316,IRON PREPARATIONS,Apo-Oxcarbazepine oxcarbazepine,biosimilar,600 mg,Tablet,True
02242068,IRON PREPARATIONS,Apo-Oxcarbazepine oxcarbazepine,biosimilar,300 mg,Tablet,True
02242069,IRON PREPARATIONS,Trileptal oxcarbazepine Tablet,biosimilar,600 mg,Tablet,True
02244673,IRON PREPARATIONS,Trileptal oxcarbazepine,biosimilar,60 mg,Liquid,True
02426862,IRON PREPARATIONS,Trileptal oxcarbazepine,biosimilar,200 mg,Liquid,True
02426870,IRON PREPARATIONS,Trileptal oxcarbazepine,biosimilar,400 mg,Liquid,True
02426889,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,600 mg,Liquid,True
02426897,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,800 mg,Liquid,True
02537931,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,200 mg,Liquid,True
02537958,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,400 mg,Liquid,True
02537966,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,600 mg,Liquid,True
02537974,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,800 mg,Liquid,True
02527421,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,200 mg,Liquid,True
02527448,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,400 mg,Liquid,True
02527456,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,600 mg,Liquid,True
02527464,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,800 mg,Liquid,True
02452936,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,10 mg,Liquid,True
02452944,IRON PREPARATIONS,Aptiom eslicarbazepine acetate Tablet,biosimilar,25 mg,Liquid,True
02452952,IRON PREPARATIONS,Brivlera brivaracetam,biosimilar,50 mg,Tablet,True
02452960,IRON PREPARATIONS,Brivlera brivaracetam,biosimilar,75 mg,Tablet,True
02452979,IRON PREPARATIONS,Brivlera brivaracetam,biosimilar,100 mg,Tablet,True
02538679,IRON PREPARATIONS,Brivlera brivaracetam,biosimilar,10 mg,Tablet,True
02538687,IRON PREPARATIONS,Brivlera brivaracetam,biosimilar,25 mg,Tablet,True
02538695,IRON PREPARATIONS,Apo-Brivaracetam brivaracetam,biosimilar,50 mg,Tablet,True
02538709,IRON PREPARATIONS,Apo-Brivaracetam brivaracetam,biosimilar,75 mg,Tablet,True
02538717,IRON PREPARATIONS,Apo-Brivaracetam brivaracetam,biosimilar,100 mg,Tablet,True
02539292,IRON PREPARATIONS,Apo-Brivaracetam brivaracetam,biosimilar,50 mg,Tablet,True
02539306,IRON PREPARATIONS,Auro-Brivaracetam brivaracetam Tablet,biosimilar,100 mg,Tablet,True
02357615,IRON PREPARATIONS,Auro-Brivaracetam brivaracetam Tablet,biosimilar,50 mg,Tablet,True
02357623,IRON PREPARATIONS,Auro-Brivaracetam brivaracetam Tablet,biosimilar,100 mg,Tablet,True
02357631,IRON PREPARATIONS,Vimpat lacosamide Tablet,biosimilar,150 mg,Tablet,True
02357658,IRON PREPARATIONS,Vimpat lacosamide Tablet,biosimilar,200 mg,Tablet,True
02475332,IRON PREPARATIONS,Vimpat lacosamide Tablet,biosimilar,50 mg,Tablet,True
02475340,IRON PREPARATIONS,Vimpat lacosamide Tablet,biosimilar,100 mg,Tablet,True
02475359,IRON PREPARATIONS,Auro-Lacosamide lacosamide Tablet,biosimilar,150 mg,Tablet,True
02475367,IRON PREPARATIONS,Auro-Lacosamide lacosamide Tablet,biosimilar,200 mg,Tablet,True
02489287,IRON PREPARATIONS,Auro-Lacosamide lacosamide Tablet,biosimilar,50 mg,Tablet,True
02489295,IRON PREPARATIONS,Auro-Lacosamide lacosamide Tablet,biosimilar,100 mg,Tablet,True
02489309,IRON PREPARATIONS,ACH-Lacosamide lacosamide Tablet,biosimilar,150 mg,Tablet,True
02489317,IRON PREPARATIONS,ACH-Lacosamide lacosamide Tablet,biosimilar,200 mg,Tablet,True
02488388,IRON PREPARATIONS,ACH-Lacosamide lacosamide Tablet,biosimilar,50 mg,Tablet,True
02488396,IRON PREPARATIONS,ACH-Lacosamide lacosamide Tablet,biosimilar,100 mg,Tablet,True
02488418,IRON PREPARATIONS,Jamp-Lacosamide lacosamide Tablet,biosimilar,150 mg,Tablet,True
02488426,IRON PREPARATIONS,Jamp-Lacosamide lacosamide Tablet,biosimilar,200 mg,Tablet,True
02512874,IRON PREPARATIONS,Jamp-Lacosamide lacosamide Tablet,biosimilar,50 mg,Tablet,True
02512882,IRON PREPARATIONS,Jamp-Lacosamide lacosamide Tablet,biosimilar,100 mg,Tablet,True
02512890,IRON PREPARATIONS,Lacosamide (Sanis) lacosamide Tablet,biosimilar,150 mg,Tablet,True
02512904,IRON PREPARATIONS,Lacosamide (Sanis) lacosamide Tablet,biosimilar,200 mg,Tablet,True
02487802,IRON PREPARATIONS,Lacosamide (Sanis) lacosamide Tablet,biosimilar,50 mg,Tablet,True
02487810,IRON PREPARATIONS,Lacosamide (Sanis) lacosamide Tablet,biosimilar,100 mg,Tablet,True
02487829,IRON PREPARATIONS,Mar-Lacosamide lacosamide Tablet,biosimilar,150 mg,Tablet,True
02487837,IRON PREPARATIONS,Mar-Lacosamide lacosamide Tablet,biosimilar,200 mg,Tablet,True
02490544,IRON PREPARATIONS,Mar-Lacosamide lacosamide Tablet,biosimilar,50 mg,Tablet,True
02490552,IRON PREPARATIONS,Mar-Lacosamide lacosamide Tablet,biosimilar,100 mg,Tablet,True
02490560,IRON PREPARATIONS,Mint-Lacosamide lacosamide Tablet,biosimilar,150 mg,Tablet,True
02490579,IRON PREPARATIONS,Mint-Lacosamide lacosamide Tablet,biosimilar,200 mg,Tablet,True
02499568,IRON PREPARATIONS,Mint-Lacosamide lacosamide Tablet,biosimilar,50 mg,Tablet,True
02499576,IRON PREPARATIONS,Mint-Lacosamide lacosamide Tablet,biosimilar,100 mg,Tablet,True
02499584,IRON PREPARATIONS,NRA-Lacosamide lacosamide Tablet,biosimilar,150 mg,Tablet,True
02499592,IRON PREPARATIONS,NRA-Lacosamide lacosamide Tablet,biosimilar,200 mg,Tablet,True
02478196,IRON PREPARATIONS,NRA-Lacosamide lacosamide Tablet,biosimilar,50 mg,Tablet,True
02478218,IRON PREPARATIONS,NRA-Lacosamide lacosamide Tablet,biosimilar,100 mg,Tablet,True
02478226,IRON PREPARATIONS,Pharma-Lacosamide lacosamide Tablet,biosimilar,150 mg,Tablet,True
02478234,IRON PREPARATIONS,Pharma-Lacosamide lacosamide Tablet,biosimilar,200 mg,Tablet,True
02474670,IRON PREPARATIONS,Pharma-Lacosamide lacosamide Tablet,biosimilar,50 mg,Tablet,True
02474689,IRON PREPARATIONS,Pharma-Lacosamide lacosamide Tablet,biosimilar,100 mg,Tablet,True
02474697,IRON PREPARATIONS,Sandoz Lacosamide lacosamide Tablet,biosimilar,150 mg,Tablet,True
02474700,IRON PREPARATIONS,Sandoz Lacosamide lacosamide Tablet,biosimilar,200 mg,Tablet,True
02472902,IRON PREPARATIONS,Sandoz Lacosamide lacosamide Tablet,biosimilar,50 mg,Tablet,True
02472910,IRON PREPARATIONS,Sandoz Lacosamide lacosamide Tablet,biosimilar,100 mg,Tablet,True
02472929,IRON PREPARATIONS,Teva-Lacosamide lacosamide Tablet,biosimilar,150 mg,Tablet,True
02472937,IRON PREPARATIONS,Teva-Lacosamide lacosamide Tablet,biosimilar,200 mg,Tablet,True
02404516,IRON PREPARATIONS,Teva-Lacosamide lacosamide Tablet,biosimilar,2 mg,Tablet,True
02404524,IRON PREPARATIONS,Teva-Lacosamide lacosamide Tablet,biosimilar,4 mg,Tablet,True
02404532,IRON PREPARATIONS,Teva-Lacosamide lacosamide Tablet,biosimilar,6 mg,Tablet,True
02404540,IRON PREPARATIONS,Fycompa perampanel Tablet,biosimilar,8 mg,Tablet,True
02404559,IRON PREPARATIONS,Fycompa perampanel Tablet,biosimilar,10 mg,Tablet,True
02404567,IRON PREPARATIONS,Fycompa perampanel Tablet,biosimilar,12 mg,Tablet,True
02522632,IRON PREPARATIONS,Fycompa perampanel Tablet,biosimilar,2 mg,Tablet,True
02522640,IRON PREPARATIONS,Fycompa perampanel Tablet,biosimilar,4 mg,Tablet,True
02522659,IRON PREPARATIONS,Fycompa perampanel Tablet,biosimilar,6 mg,Tablet,True
02522667,IRON PREPARATIONS,Taro-Perampanel perampanel Tablet,biosimilar,8 mg,Tablet,True
02522675,IRON PREPARATIONS,Taro-Perampanel perampanel Tablet,biosimilar,10 mg,Tablet,True
02522683,IRON PREPARATIONS,Taro-Perampanel perampanel Tablet,biosimilar,12 mg,Tablet,True
02538652,IRON PREPARATIONS,Taro-Perampanel perampanel Tablet,biosimilar,12.5 mg,Tablet,True
02538660,IRON PREPARATIONS,Taro-Perampanel perampanel Tablet,biosimilar,25 mg,Tablet,True
02538725,IRON PREPARATIONS,Taro-Perampanel perampanel Tablet,biosimilar,50 mg,Tablet,True
02538733,IRON PREPARATIONS,Xcopri cenobamate Tablet,biosimilar,100 mg,Tablet,True
02538741,IRON PREPARATIONS,Xcopri cenobamate Tablet,biosimilar,150 mg,Tablet,True
02538768,IRON PREPARATIONS,Xcopri cenobamate Tablet,biosimilar,200 mg,Tablet,True
02497859,IRON PREPARATIONS,Xcopri cenobamate Tablet,biosimilar,200 mg,Tablet,True
02509474,IRON PREPARATIONS,Ajovy fremanezumab 225 mg/1.5 mL Injection,biosimilar,200 mg,Tablet,True
02491087,IRON PREPARATIONS,Ajovy fremanezumab 225 mg/1.5 mL Injection,biosimilar,200 mg,Tablet,True
02491060,IRON PREPARATIONS,Emgality galcanezumab 120 mg/mL Injection,biosimilar,200 mg,Tablet,True
02510839,IRON PREPARATIONS,Vyepti eptinezumab,biosimilar,100 mg,Solution,True
